Date,Region,New_Cases,Hospitalizations,Deaths,Temperature_Avg_C,Humidity_Avg_Percent,Population_Density
2023-04-09,Eastborough,30.0,1.0,0.0,23.68,72.23,2200
2023-04-09,Westridge,9.0,0.0,0.0,25.36,75.06,1200
2023-04-10,Northwood,13.0,0.0,0.0,28.53,73.0,1500
2023-04-10,Southcreek,15.0,0.0,0.0,21.36,77.41,800
2023-04-10,Eastborough,21.0,1.0,0.0,26.4,69.92,2200
2023-04-10,Westridge,14.0,0.0,0.0,26.45,68.3,1200
2023-04-11,Northwood,7.0,0.0,0.0,33.68,73.37,1500
2023-04-11,Southcreek,16.0,1.0,0.0,19.88,82.67,800
2023-04-11,Eastborough,0.0,0.0,0.0,26.98,70.54,2200
2023-04-11,Westridge,9.0,0.0,0.0,26.14,73.62,1200
2023-04-12,Northwood,8.0,0.0,0.0,28.4,66.97,1500
2023-04-12,Southcreek,17.0,1.0,0.0,18.07,66.27,800
2023-04-12,Eastborough,18.0,1.0,0.0,23.08,63.58,2200
2023-04-12,Westridge,18.0,1.0,0.0,24.99,70.93,1200
2023-04-13,Northwood,4.0,0.0,0.0,31.55,66.34,1500
2023-04-13,Southcreek,11.0,0.0,0.0,22.63,55.55,800
2023-04-13,Eastborough,9.0,0.0,0.0,22.65,62.22,2200
2023-04-13,Westridge,16.0,0.0,0.0,27.0,73.3,1200
2023-04-14,Northwood,41.0,2.0,0.0,27.73,67.55,1500
2023-04-14,Southcreek,28.0,0.0,0.0,16.66,69.11,800
2023-04-14,Eastborough,15.0,0.0,0.0,23.58,72.39,2200
2023-04-14,Westridge,8.0,0.0,0.0,22.03,67.08,1200
2023-04-15,Northwood,20.0,0.0,0.0,29.24,62.52,1500
2023-04-15,Southcreek,23.0,1.0,0.0,21.08,66.97,800
2023-04-15,Eastborough,21.0,0.0,0.0,20.46,61.89,2200
2023-04-15,Westridge,5.0,0.0,0.0,23.67,68.54,1200
2023-04-16,Northwood,18.0,0.0,0.0,33.29,66.09,1500
2023-04-16,Southcreek,7.0,0.0,0.0,20.1,72.62,800
2023-04-16,Eastborough,8.0,0.0,0.0,24.84,59.6,2200
2023-04-16,Westridge,6.0,0.0,0.0,25.69,74.93,1200
2023-04-17,Northwood,29.0,2.0,0.0,28.83,68.3,1500
2023-04-17,Southcreek,10.0,0.0,0.0,20.51,54.66,800
2023-04-17,Eastborough,13.0,0.0,0.0,23.83,64.57,2200
2023-04-17,Westridge,13.0,0.0,0.0,25.49,69.41,1200
2023-04-18,Northwood,17.0,1.0,0.0,32.36,69.49,1500
2023-04-18,Southcreek,21.0,0.0,0.0,17.01,68.62,800
2023-04-18,Eastborough,9.0,0.0,0.0,27.76,66.6,2200
2023-04-18,Westridge,6.0,0.0,0.0,24.33,64.35,1200
2023-04-19,Northwood,20.0,0.0,0.0,28.78,75.47,1500
2023-04-19,Southcreek,28.0,2.0,0.0,19.89,60.31,800
2023-04-19,Eastborough,13.0,0.0,0.0,24.1,67.25,2200
2023-04-19,Westridge,6.0,0.0,0.0,26.49,56.46,1200
2023-04-20,Northwood,14.0,0.0,0.0,32.26,65.02,1500
2023-04-20,Southcreek,12.0,0.0,0.0,22.54,70.15,800
2023-04-20,Eastborough,22.0,1.0,0.0,23.41,70.91,2200
2023-04-20,Westridge,8.0,0.0,0.0,24.57,67.08,1200
2023-04-21,Northwood,29.0,1.0,0.0,27.67,68.84,1500
2023-04-21,Southcreek,21.0,1.0,0.0,21.99,55.58,800
2023-04-21,Eastborough,9.0,0.0,0.0,27.69,63.76,2200
2023-04-21,Westridge,11.0,0.0,0.0,27.42,75.95,1200
2023-04-22,Northwood,21.0,0.0,0.0,32.56,66.26,1500
2023-04-22,Southcreek,17.0,0.0,0.0,22.12,68.07,800
2023-04-22,Eastborough,11.0,0.0,0.0,24.3,68.24,2200
2023-04-22,Westridge,25.0,1.0,0.0,25.65,67.12,1200
2023-04-23,Northwood,12.0,0.0,0.0,27.79,71.13,1500
2023-04-23,Southcreek,12.0,0.0,0.0,19.76,70.86,800
2023-04-23,Eastborough,19.0,1.0,0.0,24.7,62.18,2200
2023-04-23,Westridge,8.0,0.0,0.0,28.15,60.23,1200
2023-04-24,Northwood,10.0,0.0,0.0,26.66,72.38,1500
2023-04-24,Southcreek,19.0,0.0,0.0,23.85,58.79,800
2023-04-24,Eastborough,12.0,0.0,0.0,26.26,67.86,2200
2023-04-24,Westridge,10.0,0.0,0.0,28.34,66.19,1200
2023-04-25,Northwood,8.0,0.0,0.0,31.34,66.19,1500
2023-04-25,Southcreek,21.0,1.0,0.0,17.2,64.6,800
2023-04-25,Eastborough,18.0,0.0,0.0,24.27,61.85,2200
2023-04-25,Westridge,17.0,0.0,0.0,23.7,69.75,1200
2023-04-26,Northwood,18.0,0.0,0.0,30.02,60.92,1500
2023-04-26,Southcreek,11.0,,0.0,20.67,63.71,800
2023-04-26,Eastborough,11.0,0.0,0.0,24.83,66.67,2200
2023-04-26,Westridge,22.0,1.0,0.0,26.49,59.58,1200
2023-04-27,Northwood,27.0,1.0,0.0,30.78,65.39,1500
2023-04-27,Southcreek,15.0,0.0,0.0,19.39,71.86,800
2023-04-27,Eastborough,24.0,1.0,0.0,24.56,68.38,2200
2023-04-27,Westridge,21.0,1.0,0.0,22.89,67.37,1200
2023-04-28,Northwood,26.0,2.0,0.0,27.28,62.93,1500
2023-04-28,Southcreek,40.0,1.0,0.0,,64.77,800
2023-04-28,Eastborough,14.0,0.0,0.0,23.75,57.37,2200
2023-04-28,Westridge,9.0,0.0,0.0,21.56,53.98,1200
2023-04-29,Northwood,1.0,0.0,0.0,29.17,69.37,1500
2023-04-29,Southcreek,12.0,0.0,0.0,17.45,68.01,800
2023-04-29,Eastborough,12.0,0.0,0.0,24.22,54.52,2200
2023-04-29,Westridge,14.0,0.0,0.0,26.39,63.16,1200
2023-04-30,Northwood,13.0,0.0,0.0,32.88,66.64,1500
2023-04-30,Southcreek,17.0,0.0,0.0,16.85,71.77,800
2023-04-30,Eastborough,11.0,0.0,0.0,24.74,54.87,2200
2023-04-30,Westridge,8.0,0.0,0.0,24.73,62.5,1200
2023-05-01,Northwood,11.0,0.0,0.0,31.32,68.03,1500
2023-05-01,Southcreek,17.0,0.0,0.0,15.94,57.1,800
2023-05-01,Eastborough,10.0,0.0,0.0,24.74,68.37,2200
2023-05-01,Westridge,20.0,1.0,0.0,21.19,56.13,1200
2023-05-02,Northwood,11.0,0.0,0.0,26.26,62.95,1500
2023-05-02,Southcreek,19.0,1.0,0.0,21.0,67.35,800
2023-05-02,Eastborough,14.0,0.0,0.0,20.79,71.14,2200
2023-05-02,Westridge,15.0,0.0,0.0,25.59,58.09,1200
2023-05-03,Northwood,21.0,0.0,0.0,27.62,62.18,1500
2023-05-03,Southcreek,15.0,0.0,0.0,17.81,64.05,800
2023-05-03,Eastborough,12.0,0.0,0.0,23.15,64.77,2200
2023-05-03,Westridge,9.0,0.0,0.0,24.18,73.07,1200
2023-05-04,Northwood,12.0,0.0,0.0,28.77,59.17,1500
2023-05-04,Southcreek,10.0,0.0,0.0,20.35,65.87,800
2023-05-04,Eastborough,0.0,0.0,0.0,23.06,55.44,2200
2023-05-04,Westridge,18.0,0.0,0.0,23.74,68.9,1200
2023-05-05,Northwood,11.0,0.0,0.0,30.36,71.48,1500
2023-05-05,Southcreek,17.0,0.0,0.0,21.59,62.9,800
2023-05-05,Eastborough,13.0,0.0,0.0,23.8,57.02,2200
2023-05-05,Westridge,21.0,1.0,0.0,27.07,65.63,1200
2023-05-06,Northwood,10.0,0.0,0.0,27.59,69.17,1500
2023-05-06,Southcreek,17.0,1.0,0.0,20.04,68.17,800
2023-05-06,Eastborough,11.0,0.0,0.0,21.72,61.38,2200
2023-05-06,Westridge,7.0,0.0,0.0,24.34,66.51,1200
2023-05-07,Northwood,33.0,1.0,0.0,29.31,63.76,1500
2023-05-07,Southcreek,15.0,1.0,0.0,18.26,68.07,800
2023-05-07,Eastborough,8.0,0.0,0.0,23.89,74.3,2200
2023-05-07,Westridge,17.0,1.0,0.0,23.88,65.18,1200
2023-05-08,Northwood,20.0,1.0,0.0,25.97,79.85,1500
2023-05-08,Southcreek,7.0,0.0,0.0,21.91,60.21,800
2023-05-08,Eastborough,4.0,0.0,0.0,24.57,53.76,2200
2023-05-08,Westridge,17.0,0.0,0.0,26.35,65.89,1200
2023-05-09,Northwood,15.0,0.0,0.0,28.91,50.43,1500
2023-05-09,Southcreek,5.0,0.0,0.0,18.01,56.92,800
2023-05-09,Eastborough,13.0,0.0,0.0,23.36,63.55,2200
2023-05-09,Westridge,16.0,0.0,0.0,27.3,56.83,1200
2023-05-10,Northwood,12.0,0.0,0.0,27.22,71.81,1500
2023-05-10,Southcreek,17.0,0.0,0.0,16.24,68.6,800
2023-05-10,Eastborough,34.0,1.0,0.0,22.03,63.29,2200
2023-05-10,Westridge,17.0,1.0,0.0,20.82,64.85,1200
2023-05-11,Northwood,20.0,1.0,0.0,27.27,58.92,1500
2023-05-11,Southcreek,14.0,1.0,0.0,15.37,68.95,800
2023-05-11,Eastborough,4.0,0.0,0.0,22.46,61.86,2200
2023-05-11,Westridge,1.0,0.0,0.0,26.11,54.12,1200
2023-05-12,Northwood,18.0,0.0,0.0,27.8,58.05,1500
2023-05-12,Southcreek,28.0,1.0,0.0,18.83,60.6,800
2023-05-12,Eastborough,9.0,0.0,0.0,21.08,70.3,2200
2023-05-12,Westridge,22.0,1.0,0.0,24.93,59.66,1200
2023-05-13,Northwood,22.0,0.0,0.0,26.78,62.2,1500
2023-05-13,Southcreek,1.0,0.0,0.0,19.44,64.45,800
2023-05-13,Eastborough,6.0,0.0,0.0,26.12,62.2,2200
2023-05-13,Westridge,17.0,0.0,0.0,22.41,65.11,1200
2023-05-14,Northwood,32.0,2.0,0.0,27.22,62.99,1500
2023-05-14,Southcreek,38.0,1.0,0.0,16.11,63.71,800
2023-05-14,Eastborough,10.0,0.0,0.0,24.0,68.22,2200
2023-05-14,Westridge,11.0,0.0,0.0,22.06,65.74,1200
2023-05-15,Northwood,16.0,0.0,0.0,26.28,60.77,1500
2023-05-15,Southcreek,16.0,0.0,0.0,18.09,64.48,800
2023-05-15,Eastborough,29.0,2.0,0.0,19.16,48.12,2200
2023-05-15,Westridge,13.0,0.0,0.0,22.52,60.03,1200
2023-05-16,Northwood,12.0,0.0,0.0,21.47,61.75,1500
2023-05-16,Southcreek,10.0,0.0,0.0,17.27,65.83,800
2023-05-16,Eastborough,15.0,0.0,0.0,18.57,63.01,2200
2023-05-16,Westridge,21.0,1.0,0.0,22.73,63.08,1200
2023-05-17,Northwood,12.0,0.0,0.0,28.06,70.09,1500
2023-05-17,Southcreek,13.0,0.0,0.0,15.88,66.41,800
2023-05-17,Eastborough,12.0,0.0,0.0,26.45,68.29,2200
2023-05-17,Westridge,12.0,0.0,0.0,20.38,70.04,1200
2023-05-18,Northwood,14.0,0.0,0.0,26.36,66.59,1500
2023-05-18,Southcreek,11.0,0.0,0.0,16.67,60.17,800
2023-05-18,Eastborough,2.0,0.0,0.0,21.73,62.45,2200
2023-05-18,Westridge,15.0,1.0,0.0,24.25,67.66,1200
2023-05-19,Northwood,13.0,0.0,0.0,27.18,65.22,1500
2023-05-19,Southcreek,12.0,0.0,0.0,19.22,55.04,800
2023-05-19,Eastborough,10.0,0.0,0.0,20.22,57.8,2200
2023-05-19,Westridge,17.0,1.0,0.0,20.55,66.33,1200
2023-05-20,Northwood,9.0,0.0,0.0,23.19,60.51,1500
2023-05-20,Southcreek,22.0,0.0,0.0,16.64,62.02,800
2023-05-20,Eastborough,23.0,1.0,0.0,23.48,65.97,2200
2023-05-20,Westridge,10.0,0.0,0.0,23.56,63.52,1200
2023-05-21,Northwood,30.0,1.0,0.0,23.39,52.26,1500
2023-05-21,Southcreek,12.0,0.0,0.0,17.36,66.02,800
2023-05-21,Eastborough,16.0,0.0,0.0,25.75,59.08,2200
2023-05-21,Westridge,15.0,0.0,0.0,23.54,65.68,1200
2023-05-22,Northwood,0.0,0.0,0.0,30.5,63.12,1500
2023-05-22,Southcreek,16.0,0.0,0.0,15.21,60.31,800
2023-05-22,Eastborough,12.0,0.0,0.0,22.59,63.96,2200
2023-05-22,Westridge,10.0,0.0,0.0,19.62,57.51,1200
2023-05-23,Northwood,26.0,1.0,0.0,28.17,64.66,1500
2023-05-23,Southcreek,21.0,1.0,0.0,16.04,66.46,800
2023-05-23,Eastborough,14.0,0.0,0.0,21.17,63.23,2200
2023-05-23,Westridge,16.0,0.0,0.0,20.59,51.13,1200
2023-05-24,Northwood,20.0,0.0,0.0,28.04,63.87,1500
2023-05-24,Southcreek,9.0,0.0,0.0,15.05,65.6,800
2023-05-24,Eastborough,12.0,0.0,0.0,22.15,64.88,2200
2023-05-24,Westridge,17.0,0.0,0.0,22.11,69.6,1200
2023-05-25,Northwood,17.0,0.0,0.0,26.61,68.35,1500
2023-05-25,Southcreek,14.0,0.0,0.0,18.39,71.26,800
2023-05-25,Eastborough,28.0,2.0,0.0,21.85,63.63,2200
2023-05-25,Westridge,22.0,1.0,0.0,20.09,65.8,1200
2023-05-26,Northwood,10.0,0.0,0.0,26.45,61.74,1500
2023-05-26,Southcreek,12.0,0.0,0.0,17.64,61.92,800
2023-05-26,Eastborough,8.0,0.0,0.0,19.96,57.88,2200
2023-05-26,Westridge,19.0,1.0,0.0,18.96,55.15,1200
2023-05-27,Northwood,14.0,1.0,0.0,26.5,65.26,1500
2023-05-27,Southcreek,18.0,0.0,0.0,15.38,57.25,800
2023-05-27,Eastborough,19.0,0.0,0.0,18.94,59.37,2200
2023-05-27,Westridge,21.0,1.0,0.0,17.96,65.63,1200
2023-05-28,Northwood,33.0,1.0,0.0,24.32,60.62,1500
2023-05-28,Southcreek,43.0,2.0,0.0,16.34,64.63,800
2023-05-28,Eastborough,14.0,0.0,0.0,20.13,66.08,2200
2023-05-28,Westridge,11.0,0.0,0.0,18.46,70.31,1200
2023-05-29,Northwood,19.0,1.0,0.0,24.31,65.88,1500
2023-05-29,Southcreek,8.0,0.0,0.0,14.26,60.12,800
2023-05-29,Eastborough,9.0,0.0,0.0,20.01,55.73,2200
2023-05-29,Westridge,27.0,0.0,0.0,20.87,56.69,1200
2023-05-30,Northwood,20.0,1.0,0.0,27.69,59.23,1500
2023-05-30,Southcreek,10.0,0.0,0.0,15.29,62.32,800
2023-05-30,Eastborough,29.0,1.0,0.0,22.18,56.06,2200
2023-05-30,Westridge,8.0,0.0,0.0,21.68,57.33,1200
2023-05-31,Northwood,20.0,0.0,0.0,24.14,61.71,1500
2023-05-31,Southcreek,12.0,0.0,0.0,14.25,70.07,800
2023-05-31,Eastborough,18.0,0.0,0.0,22.68,66.91,2200
2023-05-31,Westridge,16.0,1.0,0.0,18.8,46.86,1200
2023-06-01,Northwood,14.0,0.0,0.0,24.94,60.1,1500
2023-06-01,Southcreek,29.0,1.0,0.0,13.63,64.78,800
2023-06-01,Eastborough,13.0,1.0,0.0,20.42,,2200
2023-06-01,Westridge,25.0,1.0,0.0,21.81,67.0,1200
2023-06-02,Northwood,8.0,0.0,0.0,22.37,59.79,1500
2023-06-02,Southcreek,25.0,1.0,0.0,13.65,64.22,800
2023-06-02,Eastborough,14.0,0.0,0.0,20.09,61.39,2200
2023-06-02,Westridge,18.0,,0.0,20.44,66.05,1200
2023-06-03,Northwood,32.0,1.0,0.0,28.77,64.1,1500
2023-06-03,Southcreek,13.0,0.0,0.0,16.06,63.1,800
2023-06-03,Eastborough,19.0,0.0,0.0,21.3,64.41,2200
2023-06-03,Westridge,23.0,1.0,0.0,19.58,68.45,1200
2023-06-04,Northwood,19.0,1.0,0.0,20.66,63.63,1500
2023-06-04,Southcreek,18.0,0.0,0.0,16.07,51.53,800
2023-06-04,Eastborough,11.0,0.0,0.0,21.87,60.96,2200
2023-06-04,Westridge,12.0,0.0,0.0,19.66,68.55,1200
2023-06-05,Northwood,20.0,1.0,0.0,24.12,50.13,1500
2023-06-05,Southcreek,21.0,0.0,0.0,13.05,63.1,800
2023-06-05,Eastborough,26.0,0.0,0.0,18.36,76.41,2200
2023-06-05,Westridge,26.0,2.0,0.0,20.57,64.09,1200
2023-06-06,Northwood,22.0,0.0,0.0,23.3,57.09,1500
2023-06-06,Southcreek,32.0,1.0,0.0,13.74,56.11,800
2023-06-06,Eastborough,20.0,0.0,0.0,21.11,62.29,2200
2023-06-06,Westridge,21.0,1.0,0.0,19.45,56.45,1200
2023-06-07,Northwood,41.0,2.0,0.0,19.71,58.58,1500
2023-06-07,Southcreek,18.0,0.0,0.0,15.27,59.85,800
2023-06-07,Eastborough,15.0,1.0,0.0,21.6,62.51,2200
2023-06-07,Westridge,18.0,1.0,0.0,19.54,58.82,1200
2023-06-08,Northwood,25.0,1.0,0.0,24.17,54.82,1500
2023-06-08,Southcreek,21.0,1.0,0.0,12.6,59.68,800
2023-06-08,Eastborough,16.0,0.0,0.0,22.5,57.27,2200
2023-06-08,Westridge,20.0,0.0,0.0,22.13,64.47,1200
2023-06-09,Northwood,6.0,0.0,0.0,20.43,60.81,1500
2023-06-09,Southcreek,19.0,0.0,0.0,18.15,57.31,800
2023-06-09,Eastborough,22.0,1.0,0.0,20.92,50.37,2200
2023-06-09,Westridge,17.0,1.0,0.0,19.04,50.81,1200
2023-06-10,Northwood,26.0,1.0,0.0,24.07,57.21,1500
2023-06-10,Southcreek,20.0,1.0,0.0,11.63,61.36,800
2023-06-10,Eastborough,28.0,2.0,0.0,23.27,61.1,2200
2023-06-10,Westridge,14.0,0.0,0.0,19.24,61.33,1200
2023-06-11,Northwood,20.0,1.0,0.0,24.46,62.62,1500
2023-06-11,Southcreek,21.0,0.0,0.0,13.19,63.21,800
2023-06-11,Eastborough,17.0,0.0,0.0,18.32,59.25,2200
2023-06-11,Westridge,17.0,0.0,0.0,17.57,57.83,1200
2023-06-12,Northwood,12.0,0.0,0.0,25.41,64.55,1500
2023-06-12,Southcreek,20.0,1.0,0.0,12.93,54.91,800
2023-06-12,Eastborough,17.0,0.0,0.0,20.24,56.73,2200
2023-06-12,Westridge,11.0,0.0,0.0,18.73,58.33,1200
2023-06-13,Northwood,23.0,0.0,0.0,23.05,51.27,1500
2023-06-13,Southcreek,14.0,1.0,0.0,17.89,64.64,800
2023-06-13,Eastborough,16.0,1.0,0.0,18.93,61.96,2200
2023-06-13,Westridge,14.0,0.0,0.0,19.33,65.29,1200
2023-06-14,Northwood,40.0,2.0,0.0,21.28,65.31,1500
2023-06-14,Southcreek,40.0,1.0,0.0,12.14,56.76,800
2023-06-14,Eastborough,20.0,1.0,0.0,16.23,62.26,2200
2023-06-14,Westridge,22.0,1.0,0.0,16.42,60.85,1200
2023-06-15,Northwood,19.0,1.0,0.0,20.97,60.8,1500
2023-06-15,Southcreek,19.0,0.0,0.0,16.62,53.22,800
2023-06-15,Eastborough,26.0,0.0,0.0,17.99,61.28,2200
2023-06-15,Westridge,19.0,1.0,0.0,20.25,59.48,1200
2023-06-16,Northwood,18.0,0.0,0.0,22.03,62.04,1500
2023-06-16,Southcreek,19.0,0.0,0.0,8.64,60.52,800
2023-06-16,Eastborough,27.0,0.0,0.0,17.86,59.4,2200
2023-06-16,Westridge,11.0,0.0,0.0,15.44,60.01,1200
2023-06-17,Northwood,24.0,0.0,0.0,22.17,58.31,1500
2023-06-17,Southcreek,14.0,1.0,0.0,9.81,49.42,800
2023-06-17,Eastborough,25.0,1.0,0.0,14.52,57.16,2200
2023-06-17,Westridge,17.0,1.0,0.0,17.06,65.9,1200
2023-06-18,Northwood,14.0,0.0,0.0,19.94,64.9,1500
2023-06-18,Southcreek,23.0,1.0,0.0,10.93,57.18,800
2023-06-18,Eastborough,15.0,0.0,0.0,15.39,61.34,2200
2023-06-18,Westridge,14.0,0.0,0.0,14.48,65.7,1200
2023-06-19,Northwood,17.0,1.0,0.0,22.63,67.81,1500
2023-06-19,Southcreek,15.0,0.0,0.0,11.17,65.73,800
2023-06-19,Eastborough,19.0,1.0,0.0,19.18,62.38,2200
2023-06-19,Westridge,7.0,0.0,0.0,16.17,64.44,1200
2023-06-20,Northwood,13.0,0.0,0.0,21.68,63.38,1500
2023-06-20,Southcreek,16.0,1.0,0.0,13.19,48.92,800
2023-06-20,Eastborough,22.0,1.0,0.0,20.2,62.5,2200
2023-06-20,Westridge,26.0,1.0,0.0,15.95,63.84,1200
2023-06-21,Northwood,39.0,2.0,0.0,21.9,61.21,1500
2023-06-21,Southcreek,16.0,0.0,0.0,10.84,54.55,800
2023-06-21,Eastborough,21.0,1.0,0.0,20.87,58.25,2200
2023-06-21,Westridge,25.0,0.0,0.0,17.25,62.67,1200
2023-06-22,Northwood,6.0,0.0,0.0,23.0,62.56,1500
2023-06-22,Southcreek,18.0,1.0,0.0,13.71,60.6,800
2023-06-22,Eastborough,15.0,0.0,0.0,16.98,59.88,2200
2023-06-22,Westridge,13.0,0.0,0.0,15.06,63.67,1200
2023-06-23,Northwood,24.0,1.0,0.0,17.97,67.35,1500
2023-06-23,Southcreek,27.0,1.0,0.0,11.96,60.05,800
2023-06-23,Eastborough,23.0,1.0,0.0,17.95,66.01,2200
2023-06-23,Westridge,32.0,1.0,0.0,15.3,56.42,1200
2023-06-24,Northwood,24.0,1.0,0.0,25.29,57.37,1500
2023-06-24,Southcreek,16.0,0.0,0.0,7.25,62.83,800
2023-06-24,Eastborough,22.0,1.0,0.0,15.6,61.89,2200
2023-06-24,Westridge,25.0,1.0,0.0,14.75,57.06,1200
2023-06-25,Northwood,8.0,0.0,0.0,20.66,59.34,1500
2023-06-25,Southcreek,19.0,0.0,0.0,11.16,52.73,800
2023-06-25,Eastborough,17.0,1.0,0.0,15.7,51.78,2200
2023-06-25,Westridge,21.0,1.0,0.0,14.15,53.04,1200
2023-06-26,Northwood,18.0,0.0,0.0,19.27,62.31,1500
2023-06-26,Southcreek,21.0,0.0,0.0,12.3,60.3,800
2023-06-26,Eastborough,20.0,1.0,0.0,14.76,61.94,2200
2023-06-26,Westridge,24.0,1.0,0.0,14.05,61.34,1200
2023-06-27,Northwood,16.0,1.0,0.0,21.31,57.05,1500
2023-06-27,Southcreek,11.0,0.0,0.0,12.12,68.88,800
2023-06-27,Eastborough,10.0,0.0,0.0,15.07,50.69,2200
2023-06-27,Westridge,20.0,0.0,0.0,18.26,66.17,1200
2023-06-28,Northwood,32.0,1.0,0.0,18.75,53.22,1500
2023-06-28,Southcreek,48.0,3.0,0.0,7.64,68.38,800
2023-06-28,Eastborough,11.0,0.0,0.0,17.77,60.21,2200
2023-06-28,Westridge,22.0,1.0,0.0,15.25,45.52,1200
2023-06-29,Northwood,25.0,0.0,0.0,20.85,58.02,1500
2023-06-29,Southcreek,24.0,1.0,0.0,10.94,55.52,800
2023-06-29,Eastborough,35.0,2.0,0.0,15.99,66.8,2200
2023-06-29,Westridge,25.0,1.0,0.0,16.42,64.18,1200
2023-06-30,Northwood,21.0,0.0,0.0,20.31,56.42,1500
2023-06-30,Southcreek,32.0,2.0,0.0,8.72,61.63,800
2023-06-30,Eastborough,32.0,0.0,0.0,13.98,68.27,2200
2023-06-30,Westridge,25.0,0.0,0.0,13.6,68.81,1200
2023-07-01,Northwood,26.0,1.0,0.0,17.64,58.58,1500
2023-07-01,Southcreek,24.0,1.0,0.0,9.44,52.07,800
2023-07-01,Eastborough,25.0,1.0,0.0,14.82,51.82,2200
2023-07-01,Westridge,22.0,1.0,0.0,16.09,55.55,1200
2023-07-02,Northwood,22.0,1.0,0.0,21.55,71.01,1500
2023-07-02,Southcreek,23.0,1.0,0.0,15.2,62.99,800
2023-07-02,Eastborough,20.0,0.0,0.0,13.92,62.88,2200
2023-07-02,Westridge,20.0,0.0,0.0,18.01,61.6,1200
2023-07-03,Northwood,13.0,1.0,0.0,19.55,59.33,1500
2023-07-03,Southcreek,28.0,2.0,0.0,7.46,60.44,800
2023-07-03,Eastborough,16.0,0.0,0.0,13.29,54.14,2200
2023-07-03,Westridge,22.0,0.0,0.0,15.85,58.28,1200
2023-07-04,Northwood,20.0,0.0,0.0,16.66,69.35,1500
2023-07-04,Southcreek,14.0,0.0,0.0,3.91,65.81,800
2023-07-04,Eastborough,28.0,1.0,0.0,12.8,56.14,2200
2023-07-04,Westridge,5.0,0.0,0.0,14.25,55.42,1200
2023-07-05,Northwood,24.0,1.0,0.0,19.09,55.6,1500
2023-07-05,Southcreek,17.0,0.0,0.0,5.94,69.78,800
2023-07-05,Eastborough,18.0,0.0,0.0,16.31,52.86,2200
2023-07-05,Westridge,10.0,0.0,0.0,11.87,53.17,1200
2023-07-06,Northwood,23.0,1.0,0.0,17.91,57.65,1500
2023-07-06,Southcreek,13.0,0.0,0.0,6.37,62.0,800
2023-07-06,Eastborough,12.0,0.0,0.0,16.8,65.13,2200
2023-07-06,Westridge,0.0,0.0,0.0,12.52,62.84,1200
2023-07-07,Northwood,25.0,1.0,0.0,18.25,58.11,1500
2023-07-07,Southcreek,11.0,0.0,0.0,10.99,62.51,800
2023-07-07,Eastborough,20.0,1.0,0.0,13.69,54.0,2200
2023-07-07,Westridge,25.0,1.0,0.0,13.57,67.38,1200
2023-07-08,Northwood,17.0,1.0,0.0,16.0,64.86,1500
2023-07-08,Southcreek,24.0,1.0,0.0,6.4,63.1,800
2023-07-08,Eastborough,19.0,1.0,0.0,15.12,66.65,2200
2023-07-08,Westridge,9.0,0.0,0.0,13.02,69.1,1200
2023-07-09,Northwood,11.0,0.0,0.0,18.38,57.92,1500
2023-07-09,Southcreek,25.0,0.0,0.0,7.51,50.26,800
2023-07-09,Eastborough,13.0,0.0,0.0,13.42,61.66,2200
2023-07-09,Westridge,21.0,1.0,0.0,12.68,59.45,1200
2023-07-10,Northwood,17.0,1.0,0.0,17.21,60.69,1500
2023-07-10,Southcreek,9.0,0.0,0.0,7.81,62.63,800
2023-07-10,Eastborough,36.0,2.0,0.0,12.81,62.57,2200
2023-07-10,Westridge,25.0,1.0,0.0,16.25,57.77,1200
2023-07-11,Northwood,23.0,0.0,0.0,22.03,59.82,1500
2023-07-11,Southcreek,23.0,0.0,0.0,7.49,57.16,800
2023-07-11,Eastborough,31.0,1.0,0.0,11.01,63.42,2200
2023-07-11,Westridge,15.0,0.0,0.0,14.43,56.82,1200
2023-07-12,Northwood,22.0,1.0,0.0,14.15,63.68,1500
2023-07-12,Southcreek,31.0,2.0,0.0,8.07,58.37,800
2023-07-12,Eastborough,12.0,0.0,0.0,16.78,60.41,2200
2023-07-12,Westridge,21.0,1.0,0.0,10.76,67.29,1200
2023-07-13,Northwood,20.0,1.0,0.0,23.11,50.91,1500
2023-07-13,Southcreek,7.0,0.0,0.0,9.19,62.5,800
2023-07-13,Eastborough,14.0,0.0,0.0,14.43,57.61,2200
2023-07-13,Westridge,10.0,0.0,0.0,14.51,58.17,1200
2023-07-14,Northwood,45.0,2.0,0.0,17.38,67.32,1500
2023-07-14,Southcreek,45.0,3.0,0.0,8.18,66.01,800
2023-07-14,Eastborough,13.0,0.0,0.0,13.35,68.2,2200
2023-07-14,Westridge,17.0,0.0,0.0,9.18,66.87,1200
2023-07-15,Northwood,19.0,0.0,0.0,17.68,61.29,1500
2023-07-15,Southcreek,21.0,0.0,0.0,2.94,61.23,800
2023-07-15,Eastborough,24.0,1.0,0.0,13.58,58.3,2200
2023-07-15,Westridge,12.0,0.0,0.0,11.9,60.06,1200
2023-07-16,Northwood,23.0,1.0,0.0,21.15,63.6,1500
2023-07-16,Southcreek,24.0,1.0,0.0,6.09,55.69,800
2023-07-16,Eastborough,20.0,1.0,0.0,12.36,58.97,2200
2023-07-16,Westridge,20.0,1.0,0.0,10.03,61.36,1200
2023-07-17,Northwood,21.0,0.0,0.0,17.72,66.91,1500
